,FROM-ID,TO-ID,DISTANCE,LAT_FROM,LONG_FROM,LAT_TO,LONG_TO
0,4f3381cae4b0befff0254890,4d90bb7ffa9437048ca338c6,0.050110864,,,,
1,4da5ec8a4b2280544b678da0,4d90bb7ffa9437048ca338c6,0.050110864,24.66398904,46.7037573,,
2,4da5ec8a4b2280544b678da0,4d90bb7ffa9437048ca338c6,0.050110864,24.66356887,46.70393661,,
3,4da5ec8a4b2280544b678da0,4d90bb7ffa9437048ca338c6,0.050110864,24.663668,46.7034674,,
4,4da5ec8a4b2280544b678da0,4d90bb7ffa9437048ca338c6,0.050110864,24.66348507,46.70386111,,
5,4da5ec8a4b2280544b678da0,4d90bb7ffa9437048ca338c6,0.050110864,24.66372237,46.70373371,,
6,4f3381cae4b0befff0254890,50e4021b582f294b85631919,0.083780686,,,,
7,4d90bb7ffa9437048ca338c6,50e4021b582f294b85631919,0.036495923,,,,
8,4da5ec8a4b2280544b678da0,50e4021b582f294b85631919,0.083780686,24.66398904,46.7037573,,
9,4da5ec8a4b2280544b678da0,50e4021b582f294b85631919,0.083780686,24.66356887,46.70393661,,
10,4da5ec8a4b2280544b678da0,50e4021b582f294b85631919,0.083780686,24.663668,46.7034674,,
11,4da5ec8a4b2280544b678da0,50e4021b582f294b85631919,0.083780686,24.66348507,46.70386111,,
12,4da5ec8a4b2280544b678da0,50e4021b582f294b85631919,0.083780686,24.66372237,46.70373371,,
13,51e06a2b498ed38b41183bea,50e4021b582f294b85631919,2.49783946,24.663362,46.704217,,
14,51e06a2b498ed38b41183bea,50e4021b582f294b85631919,2.49783946,24.66398904,46.7037573,,
15,4f3381cae4b0befff0254890,4e341a00e4cdf7a42cad9421,0.046179386,,,,
16,4da5ec8a4b2280544b678da0,4e341a00e4cdf7a42cad9421,0.046179386,24.66398904,46.7037573,,
17,4da5ec8a4b2280544b678da0,4e341a00e4cdf7a42cad9421,0.046179386,24.66356887,46.70393661,,
18,4da5ec8a4b2280544b678da0,4e341a00e4cdf7a42cad9421,0.046179386,24.663668,46.7034674,,
19,4da5ec8a4b2280544b678da0,4e341a00e4cdf7a42cad9421,0.046179386,24.66348507,46.70386111,,
20,4da5ec8a4b2280544b678da0,4e341a00e4cdf7a42cad9421,0.046179386,24.66372237,46.70373371,,
21,4f3381cae4b0befff0254890,50433012e4b05698baa75339,0.0570122,,,,
22,4d90bb7ffa9437048ca338c6,50433012e4b05698baa75339,0.012042822,,,,
23,4da5ec8a4b2280544b678da0,50433012e4b05698baa75339,0.0570122,24.66398904,46.7037573,,
24,4da5ec8a4b2280544b678da0,50433012e4b05698baa75339,0.0570122,24.66356887,46.70393661,,
25,4da5ec8a4b2280544b678da0,50433012e4b05698baa75339,0.0570122,24.663668,46.7034674,,
26,4da5ec8a4b2280544b678da0,50433012e4b05698baa75339,0.0570122,24.66348507,46.70386111,,
27,4da5ec8a4b2280544b678da0,50433012e4b05698baa75339,0.0570122,24.66372237,46.70373371,,
28,4f3381cae4b0befff0254890,4f8f03f5e4b09b4d92853b2c,0.029747491,,,,
29,4da5ec8a4b2280544b678da0,4f8f03f5e4b09b4d92853b2c,0.029747491,24.66398904,46.7037573,,
30,4da5ec8a4b2280544b678da0,4f8f03f5e4b09b4d92853b2c,0.029747491,24.66356887,46.70393661,,
31,4da5ec8a4b2280544b678da0,4f8f03f5e4b09b4d92853b2c,0.029747491,24.663668,46.7034674,,
32,4da5ec8a4b2280544b678da0,4f8f03f5e4b09b4d92853b2c,0.029747491,24.66348507,46.70386111,,
33,4da5ec8a4b2280544b678da0,4f8f03f5e4b09b4d92853b2c,0.029747491,24.66372237,46.70373371,,
34,4dd6ae1afa76ad96d111ee3f,4bb60acd46d4a5932198c5c0,0.103810312,,,,
35,4c72bb9a4bc4236ae30ccc7a,4bb60acd46d4a5932198c5c0,0.141852321,,,,
36,4bacf76cf964a5201c1f3be3,4bb60acd46d4a5932198c5c0,0.184510487,,,,
37,50295233e4b0db2acbb75c69,4bb60acd46d4a5932198c5c0,0.142938452,24.69346785,46.66963577,,
38,523b3ba2498e256cb4ca2b15,4bb60acd46d4a5932198c5c0,0.128416248,,,,
39,5229eb2411d2b271a1f9125c,4bb60acd46d4a5932198c5c0,0.011649949,,,,
40,51a25374498e8382043bd79f,4bb60acd46d4a5932198c5c0,0.104500686,,,,
41,5318e95f498eaff004e39f6c,4bb60acd46d4a5932198c5c0,0.071469482,24.69178485,46.66973479,,
42,5318e95f498eaff004e39f6c,4bb60acd46d4a5932198c5c0,0.071469482,24.69174811,46.6690558,,
43,4b4838e9f964a520544a26e3,4bb60acd46d4a5932198c5c0,1.899706532,,,,
44,4dff6b25ae605b47b1757f8b,4bb60acd46d4a5932198c5c0,0.361253799,,,,
45,4f1d62b0e4b03543a3409cd2,4bb60acd46d4a5932198c5c0,0.023199202,24.69187256,46.66885305,,
46,4efc1ec90aafc58694a91ac1,4bb60acd46d4a5932198c5c0,0.120580997,,,,
47,533687b3498ec0c5b90ff33b,4bb60acd46d4a5932198c5c0,0.100234555,24.69151388,46.66966406,,
48,4eb81e4661af0dda917c47ae,4bb60acd46d4a5932198c5c0,0.281445363,24.69215132,46.67296483,,
49,4fcf729ae4b07997d3141487,4bb60acd46d4a5932198c5c0,0.02104043,24.69218587,46.67000356,,
50,4fcf729ae4b07997d3141487,4bb60acd46d4a5932198c5c0,0.02104043,24.69233696,46.66996112,,
51,4d3c618eaf8ca1432c3d01f7,4bb60acd46d4a5932198c5c0,1.850018767,,,,
52,4d4c01cfe4fd6ea8f7e8be61,4bb60acd46d4a5932198c5c0,0.109337197,24.69147424,46.67071085,,
53,4d4c01cfe4fd6ea8f7e8be61,4bb60acd46d4a5932198c5c0,0.109337197,24.692233,46.670081,,
54,4ba8dc8ff964a52005f539e3,4bb60acd46d4a5932198c5c0,0.51412471,,,,
55,4e046aacd4c068446619f34a,4bb60acd46d4a5932198c5c0,0.434440542,,,,
56,4c601b8490b2c9b6d7013c22,4bb60acd46d4a5932198c5c0,0.115199586,24.69246582,46.67130499,,
57,4c601b8490b2c9b6d7013c22,4bb60acd46d4a5932198c5c0,0.115199586,24.69208746,46.67135686,,
58,4c601b8490b2c9b6d7013c22,4bb60acd46d4a5932198c5c0,0.115199586,24.69391192,46.67052696,,
59,4c601b8490b2c9b6d7013c22,4bb60acd46d4a5932198c5c0,0.115199586,24.69194985,46.67120125,,
60,4c601b8490b2c9b6d7013c22,4bb60acd46d4a5932198c5c0,0.115199586,24.6924586,46.66917368,,
61,504c55e7e4b04421f3310d34,4bb60acd46d4a5932198c5c0,0.887908772,24.69416863,46.67872282,,
62,50c6cf08e4b0480110816f92,4bb60acd46d4a5932198c5c0,1.655279016,,,,
63,4e595f62b61c4aaa3dfd1dee,4bb60acd46d4a5932198c5c0,2.254697116,,,,
64,4b744910f964a52093d22de3,4bb60acd46d4a5932198c5c0,1.451315397,,,,
65,53944553498ecef1831affe3,4bb60acd46d4a5932198c5c0,1.212915009,24.70149294,46.67661478,,
66,53944553498ecef1831affe3,4bb60acd46d4a5932198c5c0,1.212915009,24.67625308,46.67637899,,
67,53944553498ecef1831affe3,4bb60acd46d4a5932198c5c0,1.212915009,24.69048474,46.68236377,,
68,53495b96498e2db72f1394ed,4bb60acd46d4a5932198c5c0,1.430046571,24.70254214,46.67871811,,
69,4f1a96f2e4b08fa663deae89,4bb60acd46d4a5932198c5c0,1.753703854,24.69743315,46.68658986,,
70,4b503bb4f964a520e21e27e3,4bb60acd46d4a5932198c5c0,2.311894339,,,,
71,508ed42fe4b0c36e94d12fde,4bb60acd46d4a5932198c5c0,1.456295571,24.67677613,46.67784093,,
72,4e91596e49013919db2fba98,4bb60acd46d4a5932198c5c0,1.913346631,24.67547999,46.67426633,,
73,4e91596e49013919db2fba98,4bb60acd46d4a5932198c5c0,1.913346631,24.68083972,46.67719484,,
74,4e91596e49013919db2fba98,4bb60acd46d4a5932198c5c0,1.913346631,24.67608847,46.67538867,,
75,4e91596e49013919db2fba98,4bb60acd46d4a5932198c5c0,1.913346631,24.67621438,46.67601115,,
76,50b10a19e4b004e6d2ec4344,4bb60acd46d4a5932198c5c0,1.284131694,24.68699332,46.68148181,,
77,50a2381ce4b090c28572ad4e,4bb60acd46d4a5932198c5c0,5.294302539,,,,
78,4dc1a59845dd472e9b7cb9a7,4bb60acd46d4a5932198c5c0,5.288390973,,,,
79,52b14373498e004fbc08f62d,4bb60acd46d4a5932198c5c0,3.18841639,,,,
80,534bf554498ed7aa62e540db,4bb60acd46d4a5932198c5c0,3.018838521,,,,
81,4f05abfab8f7dcbb400bac99,4bb60acd46d4a5932198c5c0,3.106135407,24.71813208,46.65852795,,
82,4f8a67fde4b0b1c4b0abb270,4bb60acd46d4a5932198c5c0,2.748074678,,,,
