7.043863927935918080e+17,4.235638600000000054e+01,-7.106926579999999660e+01
7.043790067794165760e+17,4.230282389999999992e+01,-7.118643969999999399e+01
7.043899283443752960e+17,4.237648519999999763e+01,-7.123561130000000219e+01
7.043817533480673280e+17,4.235822449999999861e+01,-7.105416780000000188e+01
7.043842177618984960e+17,4.236418909999999727e+01,-7.105194849999999462e+01
7.043899327777546240e+17,4.230163050000000169e+01,-7.106760500000000036e+01
7.043835804416000000e+17,4.235614100000000093e+01,-7.105809399999999698e+01
7.043896722360934400e+17,4.235781962000000078e+01,-7.105431224999999529e+01
7.043873166645125120e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043805436311429120e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043849443620372480e+17,4.235611850000000089e+01,-7.105525160000000540e+01
7.043825725755310080e+17,4.236430464000000029e+01,-7.105397401999999829e+01
7.043849377938759680e+17,4.236500000000000199e+01,-7.110361111000000278e+01
7.043887639134904320e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043818167032176640e+17,4.236419999999999675e+01,-7.106149999999999523e+01
7.043853666906521600e+17,4.237263990000000291e+01,-7.110965280000000632e+01
7.043826696149442560e+17,4.234471899999999778e+01,-7.112588300000000174e+01
7.043833520993198080e+17,4.233704130000000276e+01,-7.120922140000000411e+01
7.043839133476945920e+17,4.235779999999999745e+01,-7.106170000000000186e+01
7.043882099967631360e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043803041489592320e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043847536050913280e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043812940885729280e+17,4.237648519999999763e+01,-7.123561130000000219e+01
7.043853823564881920e+17,4.235914644000000351e+01,-7.104946375000000103e+01
7.043855478132940800e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043819364673863680e+17,4.236419999999999675e+01,-7.106149999999999523e+01
7.043894667318681600e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043900669325844480e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043861038521671680e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043877878106685440e+17,4.229314690000000354e+01,-7.123199130000000423e+01
