7.043805031017390080e+17,4.236083670000000012e+01,-7.106635744999999815e+01
7.043848367361474560e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043849326640742400e+17,4.235611850000000089e+01,-7.105525160000000540e+01
7.043793187140485120e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043806229372026880e+17,4.236410099999999801e+01,-7.100499700000000303e+01
7.043806355199385600e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043892142221926400e+17,4.235611850000000089e+01,-7.105525160000000540e+01
7.043890851172843520e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043813907505274880e+17,4.235229869999999863e+01,-7.106572719999999777e+01
7.043839640566538240e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043856299503411200e+17,4.237644000000000233e+01,-7.123532000000000153e+01
7.043795940953292800e+17,4.237207999999999686e+01,-7.110146000000000299e+01
7.043882013103513600e+17,4.236131139999999817e+01,-7.104829110000000014e+01
7.043825342646190080e+17,4.230020900000000239e+01,-7.111300660000000562e+01
7.043899768767201280e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043800758613729280e+17,4.225287720000000036e+01,-7.100227049999999451e+01
7.043837233917009920e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043840073587793920e+17,4.235553600000000074e+01,-7.113310099999999636e+01
7.043901150831616000e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043881751757537280e+17,4.226059999999999661e+01,-7.100589999999999691e+01
7.043886738070855680e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043820423943659520e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043808769021173760e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043858096553328640e+17,4.237277777999999984e+01,-7.112916667000000359e+01
7.043892075867791360e+17,4.235611850000000089e+01,-7.105525160000000540e+01
7.043834041003622400e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043874164092682240e+17,4.244731740000000286e+01,-7.122450030000000254e+01
7.043873167987466240e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043859102977925120e+17,4.235073287000000164e+01,-7.110830860000000087e+01
7.043826556393512960e+17,4.237263990000000291e+01,-7.110965280000000632e+01
7.043875072579338240e+17,4.235306800000000038e+01,-7.107651880000000233e+01
7.043851790458593280e+17,4.241842960000000318e+01,-7.110616389999999853e+01
7.043797790934097920e+17,4.234741999999999962e+01,-7.109569500000000630e+01
7.043814831426150400e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043796449343569920e+17,4.240843000000000274e+01,-7.105366250000000150e+01
7.043861183099289600e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043826207680634880e+17,4.226563000000000159e+01,-7.112044000000000210e+01
7.043890541717340160e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043806980318208000e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043797011925934080e+17,4.242869069999999709e+01,-7.122802339999999788e+01
7.043869007867412480e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043802247340154880e+17,4.234648680000000098e+01,-7.108320410000000322e+01
7.043879818938818560e+17,4.234644217999999682e+01,-7.109719139999999982e+01
7.043871841204346880e+17,4.230438617000000079e+01,-7.112127778999999350e+01
7.043816259293224960e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043833922891530240e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043845606169026560e+17,4.242031270999999748e+01,-7.098595348000000627e+01
7.043835848454963200e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043835758906368000e+17,4.237263990000000291e+01,-7.110965280000000632e+01
7.043790285772554240e+17,4.237500000000000000e+01,-7.103916669999999556e+01
7.043864370602434560e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043818167450132480e+17,4.237648519999999763e+01,-7.123561130000000219e+01
7.043853612967731200e+17,4.237263990000000291e+01,-7.110965280000000632e+01
7.043837759589376000e+17,4.241842960000000318e+01,-7.110616389999999853e+01
7.043899944509726720e+17,4.235221500000000106e+01,-7.105905900000000486e+01
7.043814190746378240e+17,4.235334742999999946e+01,-7.107025704000000133e+01
7.043826601775718400e+17,4.237263990000000291e+01,-7.110965280000000632e+01
7.043792115413073920e+17,4.236530299999999727e+01,-7.106090899999999522e+01
7.043874159478824960e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043840713511444480e+17,4.240388920000000184e+01,-7.108088399999999751e+01
7.043808409529262080e+17,4.237049999999999983e+01,-7.103019999999999357e+01
7.043880641021911040e+17,4.234655699999999712e+01,-7.104317000000000348e+01
7.043808154220257280e+17,4.247926180000000329e+01,-7.115227649999999926e+01
7.043845250282127360e+17,4.235094912000000278e+01,-7.106973797999999931e+01
7.043832584867102720e+17,4.235172719999999913e+01,-7.104086239999999464e+01
7.043861965504634880e+17,4.233779669999999840e+01,-7.107057629999999904e+01
7.043801305299271680e+17,4.233070000000000022e+01,-7.113360000000000127e+01
7.043808181525626880e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043837768522915840e+17,4.237263990000000291e+01,-7.110965280000000632e+01
7.043844256314408960e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043805816692695040e+17,4.240215849999999875e+01,-7.123407539999999472e+01
7.043895557770444800e+17,4.234863748000000072e+01,-7.109608387000000107e+01
7.043790052906065920e+17,4.236516483999999849e+01,-7.101867371000000162e+01
7.043833082772561920e+17,4.237263990000000291e+01,-7.110965280000000632e+01
7.043832816896573440e+17,4.235614699999999999e+01,-7.105810400000000016e+01
7.043810613760040960e+17,4.224176529999999730e+01,-7.116616399999999487e+01
7.043813974992486400e+17,4.235001772999999758e+01,-7.105747227000000521e+01
7.043841511982448640e+17,4.233377000000000123e+01,-7.111919000000000324e+01
7.043805501071032320e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043863068482027520e+17,4.235868308999999954e+01,-7.107070269999999823e+01
7.043792425456189440e+17,4.233723529000000241e+01,-7.109819813000000011e+01
7.043894664089026560e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043849462704005120e+17,4.235611850000000089e+01,-7.105525160000000540e+01
7.043846568717967360e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043849376804659200e+17,4.235611850000000089e+01,-7.105525160000000540e+01
7.043883033116672000e+17,4.240843000000000274e+01,-7.105366250000000150e+01
7.043789560199618560e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043822716298567680e+17,4.234854219999999714e+01,-7.108258349999999837e+01
7.043813569653841920e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043866659686400000e+17,4.235843080000000072e+01,-7.105977319999999509e+01
7.043852970191790080e+17,4.237976069999999851e+01,-7.109645079999999950e+01
7.043894733841408000e+17,4.225310000000000343e+01,-7.107500000000000284e+01
7.043814504690196480e+17,4.236008249999999720e+01,-7.105888009999999610e+01
